node,orders,avg_daily_capacity,avg_wh_cost_per_unit,avg_unit_qty,avg_weight,late_rate,inventory_risk_score,inventory_risk_band
PLANT03 @ PORT09,8541,1013.0,0.5175018916254618,3349.914178667603,15.86307359365151,0.020372321742184757,46.098898685262526,Medium
PLANT04 @ PORT09,1,554.0,0.4285032951482173,348.0,2.101107322360805,0.0,13.742514970076103,Low
PLANT08 @ PORT09,102,14.0,0.5228572991962216,2715.764705882353,14.49792128391422,0.17647058823529413,33.15612874525491,Medium
PLANT09 @ PORT09,12,11.0,0.465071097382935,18652.5,33.86371237813909,0.0,30.425772818067,Low
PLANT12 @ PORT09,300,209.0,0.7731317943178858,373.3333333333333,27.15809960771134,0.0,29.11376347918388,Low
PLANT13 @ PORT09,86,490.0,0.469707056581513,504.40697674418607,63.12085509882605,0.0,16.521015109700667,Low
PLANT16 @ PORT09,173,457.0,1.9198075078524333,1416.9537572254335,185.94226539437193,0.0,32.55302976179297,Low
