month,orders,on_time_rate,late_rate,avg_late_days,total_freight_cost,avg_freight_cost,seasonality_index_orders
2013-05,9215,0.9791644058600109,0.020835594139989148,0.03993488876831253,73664.42961736862,7.993969573235878,0.9999999999998914
