order_id,order_date,orig_port_cd,dest_port_cd,carrier,plant_code,customer,product_id,unit_quantity,weight,tpt,svc_cd,ship_ahead_day_count,ship_late_day_count,is_on_time,is_late,is_early,mode_dsc,carrier_type,minimum_cost,rate,freight_cost_est,daily_capacity,wh_cost_per_unit
1447242879.7,2013-05-26,PORT04,PORT09,V44_3,PLANT03,V55555555_32,1699315,15604,48.50742968699766,0,CRF,3,0,True,False,True,,,,,,1013,0.5175018916254618
1447242880.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V5555555_19,1692108,499,1.4207626328230445,1,DTD,3,0,True,False,True,AIR   ,V888888883_1,1.3192,0.3192,1.3192,1013,0.5175018916254618
1447242895.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1671942,332,8.0,2,DTP,0,0,True,False,False,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447242896.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1689548,298,3.2771106557649534,2,DTP,0,0,True,False,False,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447242978.7,2013-05-26,PORT04,PORT09,V44_3,PLANT03,V555555555555555_29,1699416,4500,12.791974839660886,4,CRF,0,0,True,False,False,,,,,,1013,0.5175018916254618
1447243003.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1688285,353,5.863098349127606,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,1.202,1013,0.5175018916254618
1447243004.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1690619,277,1.6075417588367822,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.3804,0.3804,1.3804,1013,0.5175018916254618
1447243005.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1689541,834,67.92,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,13.719839999999994,1013,0.5175018916254618
1447243006.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1690627,535,10.525515647503422,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,2.12615416079569,1013,0.5175018916254618
1447243008.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1689547,796,37.99313593656914,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,7.674613459186962,1013,0.5175018916254618
1447243009.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1688629,328,1.7936531067828096,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.3804,0.3804,1.3804,1013,0.5175018916254618
1447243010.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1689546,586,22.98763249290443,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,4.643501763566693,1013,0.5175018916254618
1447243012.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1688575,1060,71.34727428947717,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,9.0884,0.0843999999999999,9.0884,1013,0.5175018916254618
